İLAN ADI;MAHALLE;FİYAT;NET(m²);BRÜT(m²);ODA-SALON SAYISI;ODA SAYISI;SALON SAYISI;BANYO SAYISI;FOTOĞRAF SAYISI
Fenerbahçe Dalyan Deniz Manzaralı 5+1 Katta Tek Dubleks Daire;Fenerbahçe;15.950.000;332;437;5+1;5;1;4;33
CADDEBOSTAN'DA 4;Caddebostan;7.000.000;147;180;4+1;4;1;2;26
CADDEBOSTAN GENÇ BİNADA 495M2 DENİZ MANZARALI ÇİFT DAİRE;Caddebostan;14.850.000;420;495;8+2;8;2;4;29
C.BOSTAN SAHİLDE DEPREM SONRASI 280M2 TERASLI DUBLEKS;Caddebostan;6.500.000;240;280;4+1;4;1;3;29
DİNAMİK'TEN CADDEBOSTAN İSKANLI 3+1 220M2 TERASLI DUBLEX;Caddebostan;5.300.000;160;220;3+1;3;1;2;21
CENTURY 21.SAHRA'DAN DENİZ MAN.4+2 380 M2 GÜVENLİKLİ HAVUZLU;Suadiye;12.850.000;300;380;4+2;4;2;3;36
BOSTANCI METRO İST VE MİNİBÜS CAD ARASI GENİŞ M2 3+1 DAİRE;Kozyatağı;2.450.000;140;170;3+1;3;1;1;11
C.BOSTAN SAHİLDE SIFIR 390M2 DENİZ MANZARALI İSKANLI DUBLEKS;Caddebostan;17.750.000;292;390;5+2;5;2;4;18
Century21 Sahra dan Modanın Kalbinde Cadde Üstü Yatırımlık Daire;Caferağa;2.050.000;80;98;2+1;2;1;1;19
Dinamik'ten Şaşkınbakkal Sahil'de 3+1 121m2 Net Balkonlu Daire;Suadiye;6.450.000;122;150;3+1;3;1;2;14
FENERYOLU MAHALLESİ'NDE PANAROMİK DENİZ MANZARALI DUBLEKS;Feneryolu;9.500.000;147;184;4+2;4;2;3;31
FENERYOLU MAHALLESİ'NDE FERAH VE KULLANIŞLI HARİKA MANZARALI;Feneryolu;9.400.000;147;184;4+2;4;2;3;31
GÖZTEPE ÖNÜ KAPANMAZ BALKONLU YENİLENMİŞ 182M2 3+1;Merdivenköy;2.200.000;130;182;3+1;3;1;2;9
Çiftehavuzlar'da Bağdat Caddesi 3. Bina Teraslı Satılık Daire;Göztepe;4.250.000;133;175;3+1;3;1;2;8
CİTYDEN..FENERYOLU ÖZGÜRLÜK PARKINA YAKIN 140M2 3+1 YENİ;Feneryolu;4.000.000;100;140;3+1;3;1;2;7
Kadıköy Bostancı'da Satılık Daire;Bostancı;4.100.000;200;260;4+2;4;2;3;16
CITY'DEN ŞAKINBAKKAL SAHİLDE  BAHÇE KULLANIMLI 278M2 4+1 DAİRE..;Suadiye;12.375.000;200;278;4+1;4;1;2;3
FİKİRTEPEDE OTURUMA HAZIR;Fikirtepe;2.250.000;80;115;2+1;2;1;2;22
SUADİYE DE MERKEZİ LOKASYON 3+1 TRİPLEKS DAİRE;Suadiye;2.750.000;105;125;3+1;3;1;2;26
Erenköy Marmaraya 500m. E.Banyolu;Erenköy;3.975.000;95;125;3+1;3;1;2;
FİKİRTEPEDE BİLİNDİK BİR RESİDENCE.. 105M2;Fikirtepe;2.600.000;73;105;2+1;2;1;2;15
DİNAMİKTEN ERENKÖYDE 3+1 DAİRE;Erenköy;3.100.000;130;165;3+1;3;1;2;18
FİKİRTEPEDE HIZIR BEY CAD'SİNE 1 SOK MESAFEDE;Fikirtepe;1.900.000;105;147;3+1;3;1;2;8
Dinamik'ten Fenerbahçe Bağdat Caddesi Üzerinde 180m2 4+1;Fenerbahçe;5.250.000;150;180;4+1;4;1;2;23
GÖZTEPE'DE;Eğitim;1.550.000;110;140;3+1;3;1;2;15
ERENKÖYDE ETHEMEFENDİ CAD'SİNE KOMŞU;Erenköy;5.250.000;170;238;5+1;5;1;3;11
MERDİVENKÖYDE MİNİBÜS CD'SİNE YAKIN;Merdivenköy;2.350.000;75;105;2+1;2;1;1;3
BAYAR CADDESİ ÜZERİNDE MUHTEŞEM KORU MANZARALI;19 Mayıs;4.700.000;100;130;3+1;3;1;2;32
ARTVİN EMLAK'TAN CADDEBOSTAN SEVGİLİ LOFT TA 2+1 88M2 NET FERAH;Erenköy;4.750.000;88;110;2+1;2;1;2;11
FİKİRTEPEDE OTURMAYA HAZIR;Fikirtepe;1.575.000;47;65;1+1;1;1;1;6
GÖZTEPE'DE;Merdivenköy;2.350.000;73;102;2+1;2;1;2;10
ARTVİN EMLAKTAN SATILIK 3+1 SIFIR DAİRE HAZIRAN SONU TESLİM;Sahrayı Cedit;1.450.000;90;105;3+1;3;1;2;3
BAĞDAT CAD  CADDEBOSTAN'DA SATILIK BALKONLU 4+1 DAİRE;Caddebostan;9.000.000;145;185;4+1;4;1;2;9
SUADİYE CAMİ SOKAKTA YABANCI SATIŞA UYGUN SATILIK DAİRE!!;Suadiye;3.150.000;93;100;3+1;3;1;1;22
ERENKÖY'DE GELECEĞİNİZE YATIRIM YAPIN;Erenköy;7.200.000;140;160;3+1;3;1;1;23
SAHRAYICEDİT DE YATIRIMLIK 2+1 DAİRE;Sahrayı Cedit;1.150.000;75;90;2+1;2;1;1;8
Moda Burnunda sıfır köşe daire Moda Deniz Klübüne çok yakın;Caferağa;4.200.000;85;100;1+1;1;1;1;24
CADDEBOSTAN SAHİLE ÇOK YAKIN 3+1 YENİ DAİRE;Caddebostan;5.750.000;95;135;3+1;3;1;2;24
FENERBAHÇE BAĞDAT ÜZERİ MÜKEMMEL KONUMDA YENİLENMİŞ 210M2 4+1;Feneryolu;5.250.000;150;210;4+1;4;1;2;28
GÖZTEPE'DE;Merdivenköy;3.300.000;100;140;3+1;3;1;2;1
ERENKÖYDE 90M2 NET 3+1 EBEVEYN BANYOLU İÇİ YENİLENMİŞ;Erenköy;3.975.000;95;125;3+1;3;1;2;27
SUADİYE DE İÇİ TAMAMEN YENİLENMİŞ 3+1 110M2 NET;Suadiye;3.985.000;110;140;3+1;3;1;1;18
MERDİVENKÖY DE PARK MANZARALI 3+1 NET 120M2 SATILIK DAİRE;Göztepe;3.100.000;120;150;3+1;3;1;1;30
Erenköy'de Bakımlı;Erenköy;5.250.000;285;340;5+2;5;2;3;33
ÇATALÇEŞME BAĞDATA ÇOK YAKIN SIFIR 165M2 KAPANMAZ LEBİDERYA;Bostancı;9.500.000;120;165;3+1;3;1;2;22
ERENKÖY BAĞDAT CADDESİ YAKIN 3+1 SATILIK DAİRE;Erenköy;3.900.000;90;130;3+1;3;1;2;25
CİTY'DEN GÖZTEPE RIDVANPAŞA'DA İSKANLI 300M2 SIFIR 5+2;Göztepe;4.250.000;250;300;5+2;5;2;4;24
FULL DENİZ GÖREN NET 350M2 5+2 SÜPER LÜKS DAİRE;Suadiye;13.650.000;350;400;5+2;5;2;5;31
KADIKÖY GÖZTEPE KONUTLARINDA MÜKEMMEL LÜKS SATILIK DAİRE;Göztepe;6.750.000;220;225;4+1;4;1;3;20
ACIBADEM EKŞİLER SİTESİNDE ÇOK İYİ KONUM 3+1 145m² YÜKSEK GİRİŞ;Acıbadem;3.900.000;135;145;3+1;3;1;2;20
CADDEBOSTAN BAĞDAT'A ÜÇÜNCÜ APARTMAN 3+1;Caddebostan;9.900.000;120;168;3+1;3;1;2;18
Suadiye'de Balkonlu 4.5+1 Satılık Daire;Suadiye;6.600.000;200;240;4+1;4;1;2;12
MODA CADDESİ ÜZERİNDE FERAH KÖŞE KONUMLU SATILIK DAİRE;Caferağa;2.750.000;108;130;3+1;3;1;1;11
BAĞDAT CADDESİ ÜZERİNDE TABELA REKLAM DEĞERİ YÜKSEK DAİRE;Caddebostan;6.750.000;130;154;3+1;3;1;1;15
MTS PRIME EMLAK-2017 YILI YAPIMI İSKANLI BİNA;Erenköy;3.975.000;95;125;3+1;3;1;2;12
Suadiye Yeni Bina 3+1;Suadiye;4.450.000;105;135;3+1;3;1;2;13
Fenerbahçe Kalamış Wyndham Otel Yakın Deniz ve Doğa Manzaralı;Fenerbahçe;7.900.000;122;167;3+1;3;1;2;21
FENERBAHÇE BAĞDAT ÜZERİ SİTE İÇİ YATIRIMLIK BALKONLU 140M2 3+1;Zühtüpaşa;2.430.000;100;140;3+1;3;1;1;10
GÖZTEPE BAĞDAT CAD.YÜRÜME MESAFESİN DE SATILIK 4+1 DAİRE!!;Göztepe;4.250.000;130;165;3+1;3;1;3;29
MANDIRA CADDESİNE KOMŞU MİNİBÜSE YAKIN İNŞAATTAN 120M2 3+1;Fikirtepe;2.000.000;85;120;3+1;3;1;1;4
SUADİYEDE 2+1 MARMARAY YAKIN FİRSAT DAİRESİ;Suadiye;1.950.000;90;110;2+1;2;1;1;14
Dinamik'ten Feneryolun'da 240m2 4+2 Teraslı Dublex;Feneryolu;5.000.000;170;240;4+2;4;2;2;19
BOSTANCI SAHİLDE;Bostancı;5.250.000;118;150;3+1;3;1;2;28
C.BOSTAN BAĞDAT'A 1 DAK.GÜÇLENDİRİLMİŞ BİNA 3.KAT SATILIK 3.5+1;Caddebostan;6.900.000;120;145;3+1;3;1;1;31
